Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,1493214056.67
1-1200,"Accounts receivable, net",419822583.33
1-1310,Instant ticket inventory,17019250.0
1-1400,Investments,95580500.0
1-2200,"Long-term investments, net",730332000.0
1-2300,Leases,17991833.33
1-2400,Capital assets,565333.33
1-3000,Deferred outflows of resources,13041333.33
2-1100,Prizes payable,-122701000.0
2-1010,Leases payable,-1702916.67
2-1150,Unclaimed prizes,-441767000.0
2-1200,Due to Lottery Aid to Education,-915238333.33
2-1000,Accounts payable and accrued liabilities,-7118750.0
2-1300,Unearned ticket sales,-8669833.33
2-1400,Compensated absences,-831333.33
2-2400,"Compensated absences, noncurrent",-167250.0
2-2010,Long-term leases payable,-16519916.67
2-2500,Net pension liability,-8609333.33
2-2600,Other postemployment benefits,-58925500.0
2-2100,Long-term prizes payable,-830371250.0
2-3000,Deferred inflows of resources,-12704500.0
3-1000,Invested in capital assets,-41750.0
3-1100,Restricted for future prizes,-403342750.0
3-1200,Unrestricted,36679166.67
4-3000,Investment gain,-6053840.0
4-4000,"Other revenue, net",-4026240.0
5-3000,"Investment expense, net",2903760.0
5-2200,Gaming contractor fees,22217280.0
5-2400,Instant ticket direct expenses,1500560.0
5-2500,Telecommunications expenses,1293840.0
6-4000,Marketing and advertising expenses,6920000.0
6-4100,Personal service and fringe benefits,2236160.0
6-4200,Other administrative costs,435040.0
6-4300,State agency charges,630160.0
6-4400,Amortization - leases,164240.0
6-4500,Depreciation,9680.0
5-2300,Required allocation for Lottery Aid to Education,286759280.0
5-2350,Lottery Aid Guarantee,0.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-16408913.6
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-9845348.16
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-6563565.44
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-16408913.6
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-32817827.2
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-131271308.8
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-98453481.6
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-16408913.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1200),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1213),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1223),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1234),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1250),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1300),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1350),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1400),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1450),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1460),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1470),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1480),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1490),-32817827.2
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1500),-32817827.2
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D3),7602601.6
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D4),4561560.96
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-DD),3041040.64
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-F5),7602601.6
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-HS),15205203.2
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-MM),60820812.8
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-PB),45615609.6
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-SLP),7602601.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1159),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1200),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1213),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1223),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1234),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1250),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1300),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1350),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1400),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1450),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1460),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1470),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1480),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1490),15205203.2
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1500),15205203.2
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-D3),2595820.8
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-D4),1557492.48
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-DD),1038328.32
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-F5),2595820.8
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-HS),5191641.6
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-MM),20766566.4
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-PB),15574924.8
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-SLP),2595820.8
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),5191641.6
cf-receipts,Cash received from net lottery revenue,-821282160.0
cf-other-receipts,Other cash receipts,-4026240.0
cf-prizes,Cash payments for prizes,381764160.0
cf-commissions,Cash payments for commissions,129801680.0
cf-contractor,Cash payments for contractor fees,22178320.0
cf-telecom,Cash payments for telecommunications,1293840.0
cf-instant,Cash payments for instant ticket direct expenses,1727360.0
cf-admin,Cash payments for other operating expenses,10398000.0
cf-education,Cash transfer to State for Lottery Aid to Education,312239280.0
cf-capital,"Purchases of capital assets, net of disposals",71520.0
cf-inv-mat,Proceeds from investment maturities,-32347920.0
cf-inv-purch,Purchases of investments,20357520.0
cf-inv-int,Interest on cash and cash equivalents and investments,-5427840.0
cf-offset,Cash Flow balance sheet offset,-16747520.0
