Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,858651700.0
1-1200,"Accounts receivable, net",443231333.33
1-1310,Instant ticket inventory,14473000.0
1-1400,Investments,106402000.0
1-2200,"Long-term investments, net",1119901333.33
1-2300,Leases,6047333.33
1-2400,Capital assets,215000.0
1-3000,Deferred outflows of resources,8415333.33
2-1100,Prizes payable,-131496666.67
2-1010,Leases payable,-567333.33
2-1150,Unclaimed prizes,-497970333.33
2-1200,Due to Lottery Aid to Education,-493500666.67
2-1000,Accounts payable and accrued liabilities,-4933666.67
2-1300,Unearned ticket sales,-9560000.0
2-1400,Compensated absences,-949000.0
2-2400,"Compensated absences, noncurrent",-191333.33
2-2010,Long-term leases payable,-5548333.33
2-2500,Net pension liability,-5351000.0
2-2600,Other postemployment benefits,-63188000.0
2-2100,Long-term prizes payable,-977287333.33
2-3000,Deferred inflows of resources,-9076333.33
3-1000,Invested in capital assets,-61333.33
3-1100,Restricted for future prizes,-303332666.67
3-1200,Unrestricted,-48682333.33
4-3000,Investment gain,-23299250.0
4-4000,"Other revenue, net",-4094025.0
5-3000,"Investment expense, net",14306500.0
5-2200,Gaming contractor fees,88637575.0
5-2400,Instant ticket direct expenses,5512975.0
5-2500,Telecommunications expenses,5335850.0
6-4000,Marketing and advertising expenses,25795575.0
6-4100,Personal service and fringe benefits,7916350.0
6-4200,Other administrative costs,1547000.0
6-4300,State agency charges,1933100.0
6-4400,Amortization - leases,822250.0
6-4500,Depreciation,4550.0
5-2300,Required allocation for Lottery Aid to Education,1226995250.0
5-2350,Lottery Aid Guarantee,-45500000.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-68573407.5
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-41144044.5
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-27429363.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-68573407.5
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-137146815.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-548587260.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-411440445.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-68573407.5
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1200),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1213),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1223),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1234),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1250),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1300),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1350),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1400),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1450),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1460),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1470),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1480),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1490),-137146815.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1500),-137146815.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D3),31966233.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D4),19179739.8
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-DD),12786493.2
