Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,1413033000.0
1-1200,"Accounts receivable, net",424625500.0
1-1310,Instant ticket inventory,17690500.0
1-1400,Investments,87683000.0
1-2200,"Long-term investments, net",679502000.0
1-2300,Leases,17241000.0
1-2400,Capital assets,887000.0
1-3000,Deferred outflows of resources,12488000.0
2-1100,Prizes payable,-125656000.0
2-1010,Leases payable,-1707500.0
2-1150,Unclaimed prizes,-477167000.0
2-1200,Due to Lottery Aid to Education,-782530000.0
2-1000,Accounts payable and accrued liabilities,-7487500.0
2-1300,Unearned ticket sales,-7409000.0
2-1400,Compensated absences,-813000.0
2-2400,"Compensated absences, noncurrent",-163500.0
2-2010,Long-term leases payable,-15894500.0
2-2500,Net pension liability,-7431000.0
2-2600,Other postemployment benefits,-60643000.0
2-2100,Long-term prizes payable,-807857500.0
2-3000,Deferred inflows of resources,-12362000.0
3-1000,Invested in capital assets,-250500.0
3-1100,Restricted for future prizes,-422556500.0
3-1200,Unrestricted,48870000.0
4-3000,Investment gain,-37836500.0
4-4000,"Other revenue, net",-25164000.0
5-3000,"Investment expense, net",18148500.0
5-2200,Gaming contractor fees,138858000.0
5-2400,Instant ticket direct expenses,9378500.0
5-2500,Telecommunications expenses,8086500.0
6-4000,Marketing and advertising expenses,43250000.0
6-4100,Personal service and fringe benefits,13976000.0
6-4200,Other administrative costs,2719000.0
6-4300,State agency charges,3938500.0
6-4400,Amortization - leases,1026500.0
6-4500,Depreciation,60500.0
5-2300,Required allocation for Lottery Aid to Education,1792245500.0
5-2350,Lottery Aid Guarantee,0.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-102555710.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-61533426.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-41022284.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-102555710.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-205111420.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-820445680.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-615334260.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-205111420.0
