Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,1064553523.13
1-1200,"Accounts receivable, net",416729120.0
1-1310,Instant ticket inventory,14762400.0
1-1400,Investments,98818800.0
1-2200,"Long-term investments, net",938520080.0
1-2300,Leases,10159520.0
1-2400,Capital assets,309360.0
1-3000,Deferred outflows of resources,9783920.0
2-1100,Prizes payable,-122857600.0
2-1010,Leases payable,-953120.0
2-1150,Unclaimed prizes,-455269520.0
2-1200,Due to Lottery Aid to Education,-635141200.0
2-1000,Accounts payable and accrued liabilities,-5496400.0
2-1300,Unearned ticket sales,-8947920.0
2-1400,Compensated absences,-870000.0
2-2400,"Compensated absences, noncurrent",-175280.0
2-2010,Long-term leases payable,-9321200.0
2-2500,Net pension liability,-6394800.0
2-2600,Other postemployment benefits,-59002320.0
2-2100,Long-term prizes payable,-886927040.0
2-3000,Deferred inflows of resources,-10044080.0
3-1000,Invested in capital assets,-36800.0
3-1100,Restricted for future prizes,-325819600.0
3-1200,Unrestricted,-16882640.0
4-3000,Investment gain,-39228768.0
4-4000,"Other revenue, net",-6893078.4
5-3000,"Investment expense, net",24087744.0
5-2200,Gaming contractor fees,149238403.2
5-2400,Instant ticket direct expenses,9282153.6
5-2500,Telecommunications expenses,8983929.6
6-4000,Marketing and advertising expenses,43431811.2
6-4100,Personal service and fringe benefits,13328697.6
6-4200,Other administrative costs,2604672.0
6-4300,State agency charges,3254745.6
6-4400,Amortization - leases,1384416.0
6-4500,Depreciation,7660.8
5-2300,Required allocation for Lottery Aid to Education,2065882464.0
5-2350,Lottery Aid Guarantee,-76608000.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-115456518.72
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-69273911.23
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-46182607.49
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-115456518.72
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-230913037.44
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-923652149.76
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-692739112.32
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-115456518.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-230913037.44
