Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,1461588170.0
1-1200,"Accounts receivable, net",421743750.0
1-1310,Instant ticket inventory,17287750.0
1-1400,Investments,92421500.0
1-2200,"Long-term investments, net",710000000.0
1-2300,Leases,17691500.0
1-2400,Capital assets,694000.0
1-3000,Deferred outflows of resources,12820000.0
2-1100,Prizes payable,-123883000.0
2-1010,Leases payable,-1704750.0
2-1150,Unclaimed prizes,-455927000.0
2-1200,Due to Lottery Aid to Education,-862155000.0
2-1000,Accounts payable and accrued liabilities,-7266250.0
2-1300,Unearned ticket sales,-8165500.0
2-1400,Compensated absences,-824000.0
2-2400,"Compensated absences, noncurrent",-165750.0
2-2010,Long-term leases payable,-16269750.0
2-2500,Net pension liability,-8138000.0
2-2600,Other postemployment benefits,-59612500.0
2-2100,Long-term prizes payable,-821365750.0
2-3000,Deferred inflows of resources,-12567500.0
3-1000,Invested in capital assets,-125250.0
3-1100,Restricted for future prizes,-411028250.0
3-1200,Unrestricted,41555500.0
4-3000,Investment gain,-18161520.0
4-4000,"Other revenue, net",-12078720.0
5-3000,"Investment expense, net",8711280.0
5-2200,Gaming contractor fees,66651840.0
5-2400,Instant ticket direct expenses,4501680.0
5-2500,Telecommunications expenses,3881520.0
6-4000,Marketing and advertising expenses,20760000.0
6-4100,Personal service and fringe benefits,6708480.0
6-4200,Other administrative costs,1305120.0
6-4300,State agency charges,1890480.0
6-4400,Amortization - leases,492720.0
6-4500,Depreciation,29040.0
5-2300,Required allocation for Lottery Aid to Education,860277840.0
5-2350,Lottery Aid Guarantee,0.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-49226740.8
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-29536044.48
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-19690696.32
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-49226740.8
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-98453481.6
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-393813926.4
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-295360444.8
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-49226740.8
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1200),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1213),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1223),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1234),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1250),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1300),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1350),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1400),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1450),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1460),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1470),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1480),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1490),-98453481.6
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1500),-98453481.6
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D3),22807804.8
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D4),13684682.88
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-DD),9123121.92
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-F5),22807804.8
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-HS),45615609.6
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-MM),182462438.4
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-PB),136846828.8
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-SLP),22807804.8
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1159),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1200),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1213),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1223),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1234),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1250),45615609.6
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1300),45615609.6
