Account Code,Account Name,Balance
1-1000,Cash and cash equivalents,664112601.66
1-1200,"Accounts receivable, net",431350720.0
1-1310,Instant ticket inventory,13315200.0
1-1400,Investments,104364000.0
1-2200,"Long-term investments, net",1166162080.0
1-2300,Leases,2902720.0
1-2400,Capital assets,137760.0
1-3000,Deferred outflows of resources,6941920.0
2-1100,Prizes payable,-128489600.0
2-1010,Leases payable,-272320.0
2-1150,Unclaimed prizes,-493239520.0
2-1200,Due to Lottery Aid to Education,-366173600.0
2-1000,Accounts payable and accrued liabilities,-4229600.0
2-1300,Unearned ticket sales,-9330720.0
2-1400,Compensated absences,-938400.0
2-2400,"Compensated absences, noncurrent",-189280.0
2-2010,Long-term leases payable,-2663200.0
2-2500,Net pension liability,-4298400.0
2-2600,Other postemployment benefits,-61765920.0
2-2100,Long-term prizes payable,-972375040.0
2-3000,Deferred inflows of resources,-7826080.0
3-1000,Invested in capital assets,-73600.0
3-1100,Restricted for future prizes,-268119200.0
3-1200,Unrestricted,-66636640.0
4-3000,Investment gain,-11011584.0
4-4000,"Other revenue, net",-1934899.2
5-3000,"Investment expense, net",6761472.0
5-2200,Gaming contractor fees,41891481.6
5-2400,Instant ticket direct expenses,2605516.8
5-2500,Telecommunications expenses,2521804.8
6-4000,Marketing and advertising expenses,12191385.6
6-4100,Personal service and fringe benefits,3741388.8
6-4200,Other administrative costs,731136.0
6-4300,State agency charges,913612.8
6-4400,Amortization - leases,388608.0
6-4500,Depreciation,2150.4
5-2300,Required allocation for Lottery Aid to Education,579896832.0
5-2350,Lottery Aid Guarantee,-21504000.0
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D3),-32408847.36
4-1000,Sales - Draw Games Sales (40000-00-00-0000-D4),-19445308.42
4-1000,Sales - Draw Games Sales (40000-00-00-0000-DD),-12963538.94
4-1000,Sales - Draw Games Sales (40000-00-00-0000-F5),-32408847.36
4-1000,Sales - Draw Games Sales (40000-00-00-0000-HS),-64817694.72
4-1000,Sales - Draw Games Sales (40000-00-00-0000-MM),-259270778.88
4-1000,Sales - Draw Games Sales (40000-00-00-0000-PB),-194453084.16
4-1000,Sales - Draw Games Sales (40000-00-00-0000-SLP),-32408847.36
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1159),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1200),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1213),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1223),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1234),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1250),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1300),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1350),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1400),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1450),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1460),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1470),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1480),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1490),-64817694.72
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1500),-64817694.72
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D3),15107733.5
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D4),9064640.1
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-DD),6043093.4
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-F5),15107733.5
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-HS),30215467.01
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-MM),120861868.03
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-PB),90646401.02
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-SLP),15107733.5
